4 0.092500
8 0.056250
12 0.048333
16 0.043750
20 0.039500
24 0.038333
28 0.034286
32 0.033750
36 0.027778
40 0.026250
44 0.023636
48 0.022292
52 0.020192
56 0.018750
60 0.016500
64 0.014063
68 0.015147
72 0.012917
76 0.013684
80 0.014250
84 0.013095
88 0.012045
92 0.012174
96 0.010521
100 0.009800
104 0.010577
108 0.011204
112 0.010804
116 0.011724
120 0.011333
124 0.011855
128 0.012266
132 0.011667
136 0.010662
140 0.011143
144 0.009583
148 0.008986
152 0.009145
156 0.008590
160 0.008250
164 0.008171
168 0.008452
172 0.007209
176 0.006761
180 0.007056
184 0.006793
188 0.006968
192 0.006823
196 0.006888
200 0.006500
204 0.007206
208 0.006875
212 0.006934
216 0.007222
220 0.007091
224 0.007232
228 0.007149
232 0.007241
236 0.006610
240 0.006708
244 0.006393
248 0.005968
252 0.005992
256 0.005703
260 0.005577
264 0.005341
268 0.005485
272 0.005294
276 0.005254
280 0.005393
284 0.005176
288 0.005208
292 0.005034
296 0.005034
300 0.004867
304 0.005066
308 0.005000
312 0.004968
316 0.005095
320 0.004781
324 0.004877
328 0.004878
332 0.004699
336 0.004435
340 0.004706
344 0.004099
348 0.003822
352 0.003665
356 0.003708
360 0.003278
364 0.003709
368 0.004185
372 0.003952
376 0.004016
380 0.004289
384 0.004349
388 0.004227
392 0.004337
396 0.004343
400 0.004025
404 0.003985
408 0.003873
412 0.003835
416 0.003462
420 0.003714
424 0.003750
428 0.003435
432 0.003773
436 0.003463
440 0.003500
444 0.003536
448 0.003661
452 0.003540
456 0.003531
460 0.003391
464 0.003233
468 0.003483
472 0.003665
476 0.003634
480 0.003854
484 0.003740
488 0.003750
492 0.003659
496 0.003831
500 0.003480
504 0.003234
508 0.003169
512 0.003008
516 0.002946
520 0.002962
524 0.002805
528 0.002879
532 0.003120
536 0.003004
540 0.003167
544 0.003327
548 0.003248
552 0.003297
556 0.003309
560 0.003250
564 0.003121
568 0.003398
572 0.003462
576 0.003316
580 0.003310
584 0.003442
588 0.003146
592 0.003176
596 0.003238
600 0.003083
604 0.002997
608 0.002911
612 0.002729
616 0.002614
620 0.002613
624 0.002676
628 0.002739
632 0.002832
636 0.002752
640 0.002813
644 0.002842
648 0.002948
652 0.002883
656 0.002881
660 0.002970
664 0.002846
668 0.002934
672 0.002857
676 0.002825
680 0.002750
684 0.002778
688 0.002703
692 0.002659
696 0.002802
700 0.002657
704 0.002571
708 0.002486
712 0.002430
716 0.002360
720 0.002514
724 0.002417
728 0.002486
732 0.002582
736 0.002663
740 0.002608
744 0.002755
748 0.002821
752 0.002832
756 0.002791
760 0.002737
764 0.002618
768 0.002565
772 0.002461
776 0.002371
780 0.002462
784 0.002423
788 0.002424
792 0.002323
796 0.002312
800 0.002112
804 0.002027
808 0.002178
812 0.001921
816 0.001900
820 0.002012
824 0.001978
828 0.001848
832 0.002019
836 0.002010
840 0.001869
844 0.002097
848 0.002075
852 0.001995
856 0.002138
860 0.002186
864 0.001979
868 0.001878
872 0.002064
876 0.001895
880 0.001864
884 0.001923
888 0.001948
892 0.001962
896 0.002009
900 0.002033
904 0.001903
908 0.001938
912 0.001952
916 0.001900
920 0.001924
924 0.001926
928 0.001940
932 0.002017
936 0.001998
940 0.002128
944 0.002150
948 0.002184
952 0.002038
956 0.002019
960 0.001938
964 0.001763
968 0.001725
972 0.001708
976 0.001680
980 0.001755
984 0.001789
988 0.001781
992 0.001875
996 0.001878
1000 0.001890
1004 0.001922
1008 0.001944
1012 0.001789
1016 0.001831
1020 0.001912
1024 0.001924
