4 0.110000
8 0.031250
12 0.054167
16 0.034375
20 0.041500
24 0.029167
28 0.029643
32 0.027187
36 0.027500
40 0.018750
44 0.017273
48 0.015417
52 0.015962
56 0.013571
60 0.015667
64 0.012656
68 0.015294
72 0.011528
76 0.011447
80 0.011750
84 0.011548
88 0.011023
92 0.012174
96 0.010104
100 0.010500
104 0.010000
108 0.011111
112 0.010357
116 0.010259
120 0.009250
124 0.009274
128 0.008750
132 0.008864
136 0.008676
140 0.008571
144 0.008611
148 0.009865
152 0.008553
156 0.009744
160 0.008875
164 0.009207
168 0.008690
172 0.008663
176 0.008580
180 0.008833
184 0.007663
188 0.008298
192 0.007500
196 0.007959
200 0.007500
204 0.007990
208 0.007019
212 0.006792
216 0.006574
220 0.006955
224 0.006473
228 0.006842
232 0.006466
236 0.006822
240 0.005833
244 0.005902
248 0.005403
252 0.005357
256 0.004844
260 0.004962
264 0.004811
268 0.005560
272 0.005331
276 0.005652
280 0.005071
284 0.004930
288 0.004722
292 0.005103
296 0.004730
300 0.004967
304 0.004441
308 0.004416
312 0.004295
316 0.004747
320 0.004281
324 0.004938
328 0.004482
332 0.004548
336 0.004464
340 0.004735
344 0.004302
348 0.004684
352 0.004176
356 0.004129
360 0.003833
364 0.003681
368 0.003696
372 0.003925
376 0.003617
380 0.003868
384 0.003542
388 0.003763
392 0.003699
396 0.003939
400 0.003825
404 0.003837
408 0.003627
412 0.003495
416 0.003654
420 0.003762
424 0.003491
428 0.003832
432 0.003380
436 0.003555
440 0.003409
444 0.003446
448 0.003371
452 0.003274
456 0.003224
460 0.003413
464 0.003254
468 0.003291
472 0.003220
476 0.003487
480 0.003104
484 0.003140
488 0.002869
492 0.003110
496 0.002762
500 0.002880
504 0.002659
508 0.002697
512 0.002344
516 0.002674
520 0.002577
524 0.002786
528 0.002689
532 0.002951
536 0.002873
540 0.002963
544 0.002702
548 0.002701
552 0.002717
556 0.002788
560 0.002518
564 0.002926
568 0.002676
572 0.002780
576 0.002517
580 0.002741
584 0.002620
588 0.002823
592 0.002703
596 0.002802
600 0.002617
604 0.002566
608 0.002582
612 0.002680
616 0.002419
620 0.002613
624 0.002340
628 0.002277
632 0.002263
636 0.002170
640 0.002141
644 0.002220
648 0.002176
652 0.002255
656 0.002302
660 0.002470
664 0.002274
668 0.002455
672 0.002336
676 0.002130
680 0.002132
684 0.002237
688 0.002224
692 0.002168
696 0.002083
700 0.002200
704 0.002088
708 0.002316
712 0.002177
716 0.002374
720 0.002306
724 0.002362
728 0.002212
732 0.002240
736 0.002092
740 0.002149
744 0.002083
748 0.002152
752 0.001995
756 0.002011
760 0.002013
764 0.002120
768 0.001927
772 0.001956
776 0.001920
780 0.001987
784 0.001913
788 0.002030
792 0.002033
796 0.002111
800 0.001950
804 0.002002
808 0.002054
812 0.002143
816 0.002010
820 0.002098
824 0.001966
828 0.001993
832 0.001815
836 0.001986
840 0.001726
844 0.001789
848 0.001769
852 0.001808
856 0.001846
860 0.002000
864 0.001887
868 0.002005
872 0.001869
876 0.001963
880 0.001932
884 0.001991
888 0.001847
892 0.001917
896 0.001786
900 0.001833
904 0.001792
908 0.001839
912 0.001787
916 0.001856
920 0.001826
924 0.001905
928 0.001929
932 0.002060
936 0.001966
940 0.001926
944 0.001960
948 0.001909
952 0.001712
956 0.001789
960 0.001792
964 0.001836
968 0.001829
972 0.001893
976 0.001762
980 0.001878
984 0.001819
988 0.001872
992 0.001764
996 0.001777
1000 0.001750
1004 0.001743
1008 0.001667
1012 0.001690
1016 0.001585
1020 0.001725
1024 0.001563
