4 0.170000
8 0.127500
12 0.101667
16 0.086875
20 0.086000
24 0.079583
28 0.078929
32 0.074063
36 0.072222
40 0.062000
44 0.061136
48 0.061042
52 0.056538
56 0.054643
60 0.052500
64 0.050000
68 0.047794
72 0.046806
76 0.044868
80 0.042625
84 0.039762
88 0.037841
92 0.035870
96 0.035521
100 0.034100
104 0.032596
108 0.031204
112 0.030804
116 0.031810
120 0.031083
124 0.031371
128 0.030859
132 0.030833
136 0.030441
140 0.029429
144 0.030833
148 0.030068
152 0.031250
156 0.030833
160 0.029438
164 0.028415
168 0.028095
172 0.027965
176 0.027670
180 0.026833
184 0.026141
188 0.025479
192 0.026042
196 0.026071
200 0.026050
204 0.025588
208 0.026298
212 0.026981
216 0.027546
220 0.027045
224 0.027277
228 0.026535
232 0.025517
236 0.024915
240 0.025167
244 0.025246
248 0.025484
252 0.024444
256 0.024570
260 0.024615
264 0.024015
268 0.024216
272 0.024522
276 0.023986
280 0.023714
284 0.023697
288 0.023333
292 0.023253
296 0.023345
300 0.023467
304 0.023191
308 0.023182
312 0.023590
316 0.023038
320 0.023062
324 0.023333
328 0.023445
332 0.023193
336 0.022738
340 0.022676
344 0.022733
348 0.022672
352 0.023011
356 0.022809
360 0.022556
364 0.022005
368 0.022255
372 0.021613
376 0.021489
380 0.021316
384 0.021693
388 0.021237
392 0.021480
396 0.021136
400 0.021025
404 0.021015
408 0.021152
412 0.020922
416 0.020697
420 0.020524
424 0.020472
428 0.020327
432 0.020046
436 0.020161
440 0.020023
444 0.019752
448 0.019353
452 0.018783
456 0.018443
460 0.018348
464 0.018254
468 0.018077
472 0.018199
476 0.018067
480 0.018104
484 0.018306
488 0.018422
492 0.018354
496 0.018347
500 0.018420
504 0.018214
508 0.017894
512 0.017930
516 0.017694
520 0.017462
524 0.017729
528 0.017822
532 0.017857
536 0.017910
540 0.017796
544 0.017445
548 0.017591
552 0.017428
556 0.017158
560 0.016821
564 0.016826
568 0.016866
572 0.016906
576 0.016840
580 0.016707
584 0.016318
588 0.016344
592 0.016199
596 0.016124
600 0.016200
604 0.016026
608 0.015888
612 0.015866
616 0.015633
620 0.015548
624 0.015593
628 0.015510
632 0.015585
636 0.015425
640 0.015234
644 0.015419
648 0.015509
652 0.015613
656 0.015732
660 0.015955
664 0.015904
668 0.015898
672 0.015655
676 0.015651
680 0.015750
684 0.015833
688 0.015930
692 0.015997
696 0.015948
700 0.015800
704 0.015881
708 0.015650
712 0.015660
716 0.015461
720 0.015264
724 0.015000
728 0.014918
732 0.014986
736 0.014606
740 0.014797
744 0.014758
748 0.014746
752 0.014348
756 0.014153
760 0.014013
764 0.013966
768 0.013802
772 0.013899
776 0.013918
780 0.013846
784 0.013827
788 0.013642
792 0.013485
796 0.013291
800 0.013363
804 0.013371
808 0.013292
812 0.013079
816 0.012978
820 0.012951
824 0.013083
828 0.012995
832 0.013137
836 0.013038
840 0.012738
844 0.012832
848 0.012830
852 0.012923
856 0.012780
860 0.012616
864 0.012593
868 0.012569
872 0.012534
876 0.012466
880 0.012500
884 0.012308
888 0.012050
892 0.012040
896 0.011897
900 0.011922
904 0.011936
908 0.012104
912 0.012061
916 0.011965
920 0.011859
924 0.011786
928 0.011886
932 0.011931
936 0.011720
940 0.011840
944 0.011716
948 0.011593
952 0.011691
956 0.011862
960 0.011875
964 0.011836
968 0.011808
972 0.011749
976 0.011547
980 0.011704
984 0.011687
988 0.011862
992 0.011976
996 0.012118
1000 0.012080
1004 0.012201
1008 0.012103
1012 0.012036
1016 0.012057
1020 0.012088
1024 0.012021
